id;status;code;is_international;int_name;ru_name
46014;Данные в процессе проверки;39;True;IT Network Systems Administration;Сетевое и системное администрирование
46014;Данные в процессе проверки;R43;False;;Офисные технологии для бизнеса
46014;Данные в процессе проверки;R50;False;Life-cycle Management/ Program Management;Управление жизненным циклом/управление программой
46014;Данные в процессе проверки;T12;False;;Обслуживание медицинской техники
46036;Данные подтверждены;17;True;Web Design and Development;Веб-дизайн и разработка
46289;Данные подтверждены;R4;False;Preschool Education;Дошкольное воспитание
46429;Данные в процессе проверки;39;True;IT Network Systems Administration;Сетевое и системное администрирование
4660;Данные в процессе проверки;R95;False;Manufacturing Process Engineer;Инженер-технолог машиностроения
4686;Данные подтверждены;R71;False;IT Software Solutions for Business on the “1C:Enterprise 8” platform;"ИТ-решения для бизнеса на платформе ""1С: Предприятие 8"""
46895;Данные в процессе проверки;R56;False;Veterinary Medicine;Ветеринария
46997;Данные в процессе проверки;;;;
47801;Данные подтверждены;R6;False;Chemical Laboratory Technology;Лабораторный химический анализ
47980;Данные в процессе проверки;;;;
48466;Данные в процессе проверки;17;True;Web Design and Development;Веб-дизайн и разработка
4856;Данные в процессе проверки;E57;True;Hotel receptioning;Администрирование отеля
48608;Данные подтверждены;29;True;Hairdressing;Парикмахерское искусство
48898;Данные в процессе проверки;05G;False;Mechanical Engineering CAD;Инженерный дизайн CAD - навыки мудрых
48900;Данные подтверждены;21;True;Plastering and Drywall Systems;Сухое строительство и штукатурные работы
49226;Данные в процессе проверки;R21;False;Primary School Teaching;Преподавание в младших классах
49740;Данные в процессе проверки;R60;False;Geospatial Technologies;Геопространственные технологии
498;Данные в процессе проверки;33;True;Automobile Technology;Ремонт и обслуживание легковых автомобилей
49953;Данные в процессе проверки;;;;
50380;Данные в процессе проверки;T3;False;Document Support of Management and Archive Science;Документационное обеспечение управления и архивоведение
50632;Данные в процессе проверки;T49;False;Fashion and Accessories Design;Дизайн модной одежды и аксессуаров
50769;Данные подтверждены;R11;True;Entrepreneurship;Предпринимательство
50801;Данные в процессе проверки;R23;False;Internet of things;Интернет вещей
5087;Данные в процессе проверки;;;;
51175;Данные в процессе проверки;;False;Без компетенции;Без компетенции
51234;Данные подтверждены;D3;True;Freight forwarding;Экспедирование грузов
51366;Данные подтверждены;R6;False;Chemical Laboratory Technology;Лабораторный химический анализ
52473;Данные в процессе проверки;E57G;False;Hotel receptioning;Администрирование отеля - навыки мудрых
53055;Данные подтверждены;15;True;Plumbing and Heating;Сантехника и отопление
53782;Данные в процессе проверки;R94;False;Engineering design;Инженерное проектирование
53782;Данные в процессе проверки;R48;False;Relay Protection and Automation Devices Maintenance;Обслуживание и ремонт оборудования релейной защиты и автоматики
53782;Данные в процессе проверки;46;True;Concrete Construction Work;Бетонные строительные работы
53782;Данные в процессе проверки;42;True;Construction Metal Work;Производство металлоконструкций
5402;Данные в процессе проверки;R19;False;Primary and secondary school teaching;Преподавание в основной и средней школе
5415;Данные подтверждены;;;;
54372;Данные в процессе проверки;34Y;False;Cooking;Поварское дело - Юниоры (12-14)
54853;Данные в процессе проверки;R13;False;;Дорожные машины
55127;Данные в процессе проверки;43;True;Plastic Die Engineering;Изготовление изделий из полимерных материалов
55489;Данные подтверждены;;;;
55785;Данные подтверждены;17;True;Web Design and Development;Веб-дизайн и разработка
56283;Данные в процессе проверки;;;;
56478;Данные в процессе проверки;;;;
56910;Данные в процессе проверки;;;;
57100;Данные в процессе проверки;T6;False;;Стоматология ортопедическая
57330;Данные подтверждены;05;True;Mechanical Engineering CAD;Инженерный дизайн CAD
57459;Данные в процессе проверки;R95;False;Manufacturing Process Engineer;Инженер-технолог машиностроения
58075;Данные в процессе проверки;E57;True;Hotel receptioning;Администрирование отеля
58108;Данные в процессе проверки;;;;
58136;Данные подтверждены;R11;True;Entrepreneurship;Предпринимательство
58534;Данные в процессе проверки;R46;False;Robot Systems Integration;Промышленная робототехника
58788;Данные подтверждены;T53;False;Rail Transportation Management;Управление перевозочным процессом на железнодорожном транспорте
59098;Данные в процессе проверки;;;;
59561;Данные подтверждены;31;True;Fashion Technology;Технологии моды
596;Данные в процессе проверки;R45;False;;Специалист по организационному и документационному обеспечению управления организации
596;Данные в процессе проверки;03;True;Manufacturing Team Challenge;Командная работа на производстве
596;Данные в процессе проверки;T3;False;Document Support of Management and Archive Science;Документационное обеспечение управления и архивоведение
596;Данные в процессе проверки;R6;False;Chemical Laboratory Technology;Лабораторный химический анализ
5963;Данные в процессе проверки;13;True;Autobody Repair;Кузовной ремонт
59776;Данные в процессе проверки;R58G;False;Excursion and Sightseeing Services;Организация экскурсионных услуг - Навыки мудрых
60424;Данные подтверждены;05;True;Mechanical Engineering CAD;Инженерный дизайн CAD
60925;Данные подтверждены;22;True;Painting and Decorating;Малярные и декоративные работы
61822;Данные подтверждены;R96;False;Nondestructive inspection;Неразрушающий контроль
62142;Данные в процессе проверки;;;;
62579;Данные в процессе проверки;54;False;Heavy Truck Maintenance;Обслуживание грузовой техники
62818;Данные в процессе проверки;D2;True;3D Digital Game Art;3D Моделирование для компьютерных игр
62981;Данные в процессе проверки;R2;False;Medical Analysis Services;Лабораторный медицинский анализ
63140;Данные подтверждены;40;True;Graphic Design Technology;Графический дизайн
64006;Данные подтверждены;R6;False;Chemical Laboratory Technology;Лабораторный химический анализ
64533;Данные в процессе проверки;;;;
64717;Данные подтверждены;32;True;Patisserie and Confectionery;Кондитерское дело
64974;Данные в процессе проверки;;;;
64976;Данные подтверждены;44;True;Visual Merchandising;Визуальный мерчендайзинг
65140;Данные в процессе проверки;;;;
65401;Данные в процессе проверки;17G;False;Web Design and Development;Веб-дизайн и разработка - навыки мудрых
65401;Данные в процессе проверки;D2;True;3D Digital Game Art;3D Моделирование для компьютерных игр
65540;Данные в процессе проверки;R99;False;Oil and gas mining;Добыча нефти и газа
65831;Данные в процессе проверки;57;False;Interior Design;Дизайн интерьера
6590;Данные подтверждены;R11;True;Entrepreneurship;Предпринимательство
66043;Данные в процессе проверки;;;;
66107;Данные подтверждены;R11;True;Entrepreneurship;Предпринимательство
66569;Данные подтверждены;R46;False;Robot Systems Integration;Промышленная робототехника
66705;Данные подтверждены;R46;False;Robot Systems Integration;Промышленная робототехника
66804;Данные подтверждены;W46;False;Sheet Metal Technology;Обработка листового металла
66998;Данные в процессе проверки;R79;False;CNC multi-axis machining;Многоосевая обработка на станках с ЧПУ
67261;Данные в процессе проверки;R24;False;;Программирование
67712;Данные в процессе проверки;R41;False;;Бухгалтерский учет
67738;Данные подтверждены;R19;False;Primary and secondary school teaching;Преподавание в основной и средней школе
67801;Данные подтверждены;D1;False;Physical Education, sport and fitness;Физическая культура, спорт и фитнес
67819;Данные в процессе проверки;;False;Без компетенции;Без компетенции
68263;Данные в процессе проверки;R60;False;Geospatial Technologies;Геопространственные технологии
68448;Данные в процессе проверки;35;True;Restaurant Service;Ресторанный сервис
68812;Данные в процессе проверки;R11;True;Entrepreneurship;Предпринимательство
69154;Данные в процессе проверки;R58;False;Excursion and Sightseeing Services;Организация экскурсионных услуг
69931;Данные в процессе проверки;;;;
70766;Данные подтверждены;R6;False;Chemical Laboratory Technology;Лабораторный химический анализ
71658;Данные в процессе проверки;;;;
71694;Данные в процессе проверки;20;True;Bricklaying;Кирпичная кладка
71874;Данные в процессе проверки;;;;
72307;Данные подтверждены;R71;False;IT Software Solutions for Business on the “1C:Enterprise 8” platform;"ИТ-решения для бизнеса на платформе ""1С: Предприятие 8"""
7250;Данные подтверждены;;;;
72515;Данные подтверждены;R21;False;Primary School Teaching;Преподавание в младших классах
72838;Данные подтверждены;34;True;Cooking;Поварское дело
73285;Данные подтверждены;D1;False;Physical Education, sport and fitness;Физическая культура, спорт и фитнес
73333;Данные в процессе проверки;10;True;Welding;Сварочные технологии
73333;Данные в процессе проверки;18;True;Electrical Installations;Электромонтаж
73351;Данные в процессе проверки;R4;False;Preschool Education;Дошкольное воспитание
73958;Данные в процессе проверки;R21;False;Primary School Teaching;Преподавание в младших классах
74166;Данные в процессе проверки;R11;True;Entrepreneurship;Предпринимательство
74188;Данные в процессе проверки;R41;False;;Бухгалтерский учет
74989;Данные в процессе проверки;T48;False;;Банковское дело
75517;Данные в процессе проверки;;;;
75762;Данные в процессе проверки;T6;False;;Стоматология ортопедическая
75985;Данные подтверждены;34;True;Cooking;Поварское дело
7628;Данные в процессе проверки;R24;False;;Программирование
7628;Данные в процессе проверки;R69;False;;Информационная безопасность автоматизированных систем
76530;Данные в процессе проверки;25;True;Joinery;Столярное дело
76689;Данные в процессе проверки;R33;False;;Радиосвязь, радиовещание, телевидение
7671;Данные подтверждены;40;True;Graphic Design Technology;Графический дизайн
77959;Данные в процессе проверки;;;;
78404;Данные в процессе проверки;18;True;Electrical Installations;Электромонтаж
78422;Данные в процессе проверки;R3;False;Optical Eyecare;Медицинская оптика
78439;Данные в процессе проверки;34;True;Cooking;Поварское дело
78591;Данные подтверждены;34;True;Cooking;Поварское дело
78733;Данные подтверждены;01J;False;Polymechanics and Automation;Полимеханика и автоматизация - Юниоры
78733;Данные подтверждены;01;True;Polymechanics and Automation;Полимеханика и автоматизация
79146;Данные подтверждены;R4;False;Preschool Education;Дошкольное воспитание
79428;Данные в процессе проверки;T48;False;;Банковское дело
7968;Данные в процессе проверки;T46;False;;Контрольно-измерительные приборы и автоматика
7973;Данные подтверждены;R11;True;Entrepreneurship;Предпринимательство
79911;Данные в процессе проверки;R29;False;;Логистика
80442;Данные подтверждены;R21;False;Primary School Teaching;Преподавание в младших классах
80500;Данные в процессе проверки;D1;False;Physical Education, sport and fitness;Физическая культура, спорт и фитнес
80500;Данные в процессе проверки;R9;False;Tourism;Туризм
80568;Данные в процессе проверки;14;True;Aircraft Maintenance;Обслуживание авиационной техники
80568;Данные в процессе проверки;W46;False;Sheet Metal Technology;Обработка листового металла
80844;Данные подтверждены;18;True;Electrical Installations;Электромонтаж
80998;Данные подтверждены;;;;
81311;Данные подтверждены;20;True;Bricklaying;Кирпичная кладка
81312;Данные в процессе проверки;;;;
8302;Данные в процессе проверки;R25;False;Photography;Фотография
83129;Данные подтверждены;E57;True;Hotel receptioning;Администрирование отеля
83172;Данные в процессе проверки;;;;
83261;Данные подтверждены;R11;True;Entrepreneurship;Предпринимательство
8342;Данные в процессе проверки;;;;
83613;Данные подтверждены;R99;False;Oil and gas mining;Добыча нефти и газа
83718;Данные подтверждены;R74;False;Excavator operator;Управление экскаватором
83788;Данные подтверждены;;;;
8393;Данные в процессе проверки;16;True;Electronics;Электроника
84107;Данные подтверждены;R9;False;Tourism;Туризм
85055;Данные подтверждены;R21;False;Primary School Teaching;Преподавание в младших классах
85483;Данные подтверждены;17;True;Web Design and Development;Веб-дизайн и разработка
85916;Данные подтверждены;;;;
8614;Данные в процессе проверки;T31J;False;Make-up and style;Визаж и стилистика - Юниоры
86653;Данные подтверждены;;;;
86657;Данные подтверждены;;;;
86751;Данные в процессе проверки;R11;True;Entrepreneurship;Предпринимательство
86765;Данные подтверждены;R21;False;Primary School Teaching;Преподавание в младших классах
87014;Данные в процессе проверки;;;;
87214;Данные в процессе проверки;R23;False;Internet of things;Интернет вещей
87602;Данные подтверждены;R14;False;Ossetian Pies Baking;Выпечка осетинских пирогов
87881;Данные в процессе проверки;;;;
88240;Данные подтверждены;R4;False;Preschool Education;Дошкольное воспитание
88283;Данные подтверждены;34;True;Cooking;Поварское дело
88307;Данные в процессе проверки;R41;False;;Бухгалтерский учет
88432;Данные в процессе проверки;29;True;Hairdressing;Парикмахерское искусство
8891;Данные в процессе проверки;;;;
89369;Данные в процессе проверки;;False;Без компетенции;Без компетенции
89639;Данные подтверждены;E57;True;Hotel receptioning;Администрирование отеля
89961;Данные подтверждены;09;True;IT Software Solutions for Business;Программные решения для бизнеса
9018;Данные в процессе проверки;;;;
9039;Данные подтверждены;R11;True;Entrepreneurship;Предпринимательство
91395;Данные в процессе проверки;D2;True;3D Digital Game Art;3D Моделирование для компьютерных игр
91523;Данные в процессе проверки;;;;
91530;Данные в процессе проверки;18;True;Electrical Installations;Электромонтаж
91823;Данные в процессе проверки;;;;
91837;Данные в процессе проверки;R45;False;;Специалист по организационному и документационному обеспечению управления организации
91959;Данные в процессе проверки;D2J;False;3D Digital Game Art;3D Моделирование для компьютерных игр - Юниоры
92342;Данные в процессе проверки;R41;False;;Бухгалтерский учет
93033;Данные в процессе проверки;;;;
93050;Данные в процессе проверки;R21;False;Primary School Teaching;Преподавание в младших классах
93290;Данные в процессе проверки;R21;False;Primary School Teaching;Преподавание в младших классах
9331;Данные подтверждены;R57;False;Music Teaching;Преподавание музыки в школе
9413;Данные подтверждены;17;True;Web Design and Development;Веб-дизайн и разработка
94194;Данные в процессе проверки;;;;
94246;Данные подтверждены;;;;
94767;Данные в процессе проверки;R70;False;;Педагог дополнительного образования
95085;Данные в процессе проверки;;;;
95316;Данные в процессе проверки;18;True;Electrical Installations;Электромонтаж
95487;Данные в процессе проверки;10;True;Welding;Сварочные технологии
9607;Данные в процессе проверки;E53;False;Agricultural Machinery andTractors Operation;Эксплуатация сельскохозяйственных машин
9665;Данные подтверждены;09G;False;IT Software Solutions for Business;Программные решения для бизнеса - навыки мудрых
9665;Данные подтверждены;R6;False;Chemical Laboratory Technology;Лабораторный химический анализ
96732;Данные подтверждены;05;True;Mechanical Engineering CAD;Инженерный дизайн CAD
96747;Данные в процессе проверки;D1;False;Physical Education, sport and fitness;Физическая культура, спорт и фитнес
97110;Данные подтверждены;R58;False;Excursion and Sightseeing Services;Организация экскурсионных услуг
97645;Данные в процессе проверки;R96;False;Nondestructive inspection;Неразрушающий контроль
97645;Данные в процессе проверки;42;True;Construction Metal Work;Производство металлоконструкций
98410;Данные в процессе проверки;;;;
98607;Данные в процессе проверки;R92;False;Agronomy;Агрономия
98855;Данные подтверждены;R6;False;Chemical Laboratory Technology;Лабораторный химический анализ
99274;Данные в процессе проверки;34;True;Cooking;Поварское дело
99872;Данные в процессе проверки;R18;False;;Мастер производственного обучения
;Данные в процессе проверки;09;True;IT Software Solutions for Business;Программные решения для бизнеса
;Данные в процессе проверки;R4;False;Preschool Education;Дошкольное воспитание
;Данные в процессе проверки;17;True;Web Design and Development;Веб-дизайн и разработка
;Данные в процессе проверки;40;True;Graphic Design Technology;Графический дизайн
;Данные в процессе проверки;34;True;Cooking;Поварское дело
;Данные в процессе проверки;R21;False;Primary School Teaching;Преподавание в младших классах
;Данные в процессе проверки;D2;True;3D Digital Game Art;3D Моделирование для компьютерных игр
;Данные в процессе проверки;19;True;Industrial Control;Промышленная автоматика
;Данные в процессе проверки;31;True;Fashion Technology;Технологии моды
;Данные подтверждены;34;True;Cooking;Поварское дело
;Данные в процессе проверки;R92G;False;Agronomy;Агрономия - навыки мудрых
;Данные в процессе проверки;17;True;Web Design and Development;Веб-дизайн и разработка
;Данные подтверждены;R4;False;Preschool Education;Дошкольное воспитание
;Данные в процессе проверки;;;;
;Данные в процессе проверки;41;True;Health and Social Care;Медицинский и социальный уход
;Данные в процессе проверки;R63G;False;Social Work;Социальная работа  - Навыки мудрых
;Данные подтверждены;34;True;Cooking;Поварское дело
;Данные в процессе проверки;09G;False;IT Software Solutions for Business;Программные решения для бизнеса - навыки мудрых
;Данные подтверждены;;;;
;Данные в процессе проверки;;;;
;Данные в процессе проверки;;;;
;Данные подтверждены;E57;True;Hotel receptioning;Администрирование отеля
;Данные в процессе проверки;E57G;False;Hotel receptioning;Администрирование отеля - навыки мудрых
;Данные в процессе проверки;R22G;False;Additive manufacturing;Аддитивное производство - навыки мудрых
;Данные в процессе проверки;29G;False;Hairdressing;Парикмахерское искусство - навыки мудрых
;Данные в процессе проверки;R71;False;IT Software Solutions for Business on the “1C:Enterprise 8” platform;"ИТ-решения для бизнеса на платформе ""1С: Предприятие 8"""
;Данные в процессе проверки;;;;
;Данные подтверждены;39;True;IT Network Systems Administration;Сетевое и системное администрирование
;Данные в процессе проверки;;;;
;Данные в процессе проверки;;;;
;Данные в процессе проверки;;;;
;Данные подтверждены;18;True;Electrical Installations;Электромонтаж
;Данные в процессе проверки;R4;False;Preschool Education;Дошкольное воспитание
